"","sg","nom","Agriculture","Transformation","Emballage","Transport","Supermarché et distribution","Consommation","Total"
"710","céréales de petit-déjeuner et biscuits","Meringue",1.2389412,0.28437937,0.10977533,0.13992305,0.019437894,0,1.792456844
"711","pâtes, riz et céréales","Mil entier, cru",0.46190936,0,0.26506589,0.13112869,0.01606076,0,0.8741647
"712","pâtes, riz et céréales","Mil, cuit, non salé",0.20445661,0,0.080555266,0.058041968,0.0071090324,0.011022624,0.3611855004
"713","gâteaux et pâtisseries","Mille-feuille",1.5891601,0.21274231,0.28781552,0.12824004,0.019437894,0,2.237395864
"714","céréales de petit-déjeuner et biscuits","Muesli croustillant au chocolat (non enrichi en vitamines et minéraux)",1.112048,0.70346862,0.10978625,0.17739592,0.019437894,0,2.122136684
"715","céréales de petit-déjeuner et biscuits","Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"716","céréales de petit-déjeuner et biscuits","Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"717","céréales de petit-déjeuner et biscuits","Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"718","céréales de petit-déjeuner et biscuits","Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux)",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"719","céréales de petit-déjeuner et biscuits","Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"720","céréales de petit-déjeuner et biscuits","Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"721","céréales de petit-déjeuner et biscuits","Muesli floconneux ou de type traditionnel",1.112048,0.70354982,0.10978625,0.17739592,0.019437894,0,2.122217884
"722","gâteaux et pâtisseries","Muffin, aux myrtilles ou au chocolat",3.4586034,0.26138399,0.28783962,0.16449224,0.019437894,0,4.191757144
"723","céréales de petit-déjeuner et biscuits","Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"724","pâtes, riz et céréales","Nouilles asiatiques aromatisées, déshydratées",1.0115984,0.24733171,0.27092034,0.11380002,0.017263621,0,1.660914091
"725","pâtes, riz et céréales","Nouilles asiatiques cuites, aromatisées",0.82917902,0.16941397,0.18560373,0.11237586,0.029337966,0.011022624,1.33693317
"726","pâtes, riz et céréales","Nouilles asiatiques cuites, nature, non salées",0.82917902,0.16941397,0.18560373,0.11237586,0.029337966,0.011022624,1.33693317
"727","pâtes, riz et céréales","Orge entière, crue",0.38828279,0,0.26506589,0.11728618,0.01606076,0,0.78669562
"728","pâtes, riz et céréales","Orge perlée, bouilli/cuite à l'eau, non salée",0.38828279,0,0.18199084,0.11728618,0.01606076,0,0.70362057
"729","pâtes, riz et céréales","Orge perlée, crue",0.38828279,0,0.26506589,0.11728618,0.01606076,0,0.78669562
"730","gâteaux et pâtisseries","Pain d'épices",1.02254,0.19915003,0.28784528,0.14325555,0.019437894,0,1.672228754
"731","céréales de petit-déjeuner et biscuits","Palmier, artisanal",2.3352196,0.22674429,0.10984303,0.13370767,0.019437894,0,2.824952484
"732","pâtes, riz et céréales","Pâtes fraîches, aux œufs, crues",1.0283088,0.12456034,0.27085813,0.11645034,0.029337966,0,1.569515576
"733","pâtes, riz et céréales","Pâtes fraîches, aux œufs, cuites, non salées",1.0283088,0.26971994,0.27085813,0.11645034,0.029337966,0.011022624,1.7256978
"734","pâtes, riz et céréales","Pâtes sèches standard, crues",0.74798688,0.95677951,0.28118162,0.1395071,0.019438334,0,2.144893444
"735","pâtes, riz et céréales","Pâtes sèches standard, cuites, non salées",0.33108414,0.42350278,0.08492481,0.061750533,0.0086040602,0.13779105,1.0476573732
"736","pâtes, riz et céréales","Pâtes sèches, au blé complet, crues",0.70861915,0.9064227,0.27079121,0.13351109,0.017263621,0,2.036607771
"737","pâtes, riz et céréales","Pâtes sèches, au blé complet, cuites, non salées",0.33108414,0.42350278,0.08492481,0.061750533,0.0077591316,0.13779105,1.0468124446
"738","pâtes, riz et céréales","Pâtes sèches, aux œufs, crues",0.70861915,0.9064227,0.27079121,0.13351109,0.017263621,0,2.036607771
"739","pâtes, riz et céréales","Pâtes sèches, aux œufs, cuites, non salées",1.0283088,0.26971994,0.18556481,0.11645034,0.029337966,0.011022624,1.64040448
"740","pâtes, riz et céréales","Pâtes sèches, sans gluten, crues",0.64124221,0.30284759,0.28118162,0.30980336,0.019438334,0,1.554513114
"741","pâtes, riz et céréales","Pâtes sèches, sans gluten, cuites, non salées",0.28383536,0.13405053,0.08492481,0.13712938,0.0086038655,0.13779105,0.7863349955
"742","céréales de petit-déjeuner et biscuits","Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"743","céréales de petit-déjeuner et biscuits","Pétales de blé chocolatés (non enrichis en vitamines et minéraux)",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"744","céréales de petit-déjeuner et biscuits","Pétales de blé chocolatés, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.10982668,0.25948072,0.019437894,0,3.336307384
"745","céréales de petit-déjeuner et biscuits","Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux)",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"746","céréales de petit-déjeuner et biscuits","Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"747","céréales de petit-déjeuner et biscuits","Pétales de maïs natures (non enrichis en vitamines et minéraux)",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"748","céréales de petit-déjeuner et biscuits","Pétales de maïs natures, enrichis en vitamines et minéraux",2.4106751,0.53688699,0.28123298,0.2540839,0.019437894,0,3.502316864
"749","pâtes, riz et céréales","Polenta ou semoule de maïs, cuite, non salée",0.3010464,0.26119943,0.080555266,0.050122866,0.0071090324,0.011022624,0.7110556184
"750","pâtes, riz et céréales","Polenta ou semoule de maïs, précuite, sèche",0.68012547,0.59010301,0.26506589,0.11323782,0.01606076,0,1.66459295
"751","céréales de petit-déjeuner et biscuits","Pop-corn ou Maïs éclaté, à l'air, non salé",0.59692055,0.055213688,0.10977533,0.11576143,0.019437894,0.085890578,0.98299947
"752","céréales de petit-déjeuner et biscuits","Pop-corn ou Maïs éclaté, à l'huile, salé",0.53307324,0.043453173,0.10977533,0.11576143,0.019437894,0.085890578,0.907391645
"753","céréales de petit-déjeuner et biscuits","Pop-corn ou Maïs éclaté, au caramel",1.1011207,0.2713717,0.10977533,0.12835918,0.019437894,0,1.630064804
"754","gâteaux et pâtisseries","Quatre-quarts ou barre pâtissière, préemballé",2.9727745,0.23396502,0.28782914,0.13650217,0.019437894,0,3.650508724
"755","pâtes, riz et céréales","Quinoa FR, cru",7.2248763,0.054581486,0.26506589,0.11784259,0.01606076,0,7.678427026
"756","pâtes, riz et céréales","Quinoa FR, cuit",3.1979732,0.024159601,0.080555266,0.052161094,0.0071088537,0.011022624,3.3729806387
"757","pâtes, riz et céréales","Quinoa, bouilli/cuit à l'eau, non salé",2.3816407,0,0.080555266,0.15671028,0.0071090324,0.011022624,2.6370379024
"758","pâtes, riz et céréales","Quinoa, cru",5.3806141,0,0.26506589,0.35404061,0.01606076,0,6.01578136
"759","pâtes, riz et céréales","Riz blanc étuvé, cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"760","pâtes, riz et céréales","Riz blanc étuvé, cuit, non salé",0.95436152,0,0.080555266,0.13914525,0.0083111196,0.13779105,1.3201642056
"761","pâtes, riz et céréales","Riz blanc, cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"762","pâtes, riz et céréales","Riz blanc, cuit, non salé",0.95436152,0,0.080555266,0.13914525,0.0083111196,0.13779105,1.3201642056
"763","pâtes, riz et céréales","Riz complet, cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"764","pâtes, riz et céréales","Riz complet, cuit, non salé",0.95436152,0,0.080555266,0.13914525,0.0083111196,0.13779105,1.3201642056
"765","pâtes, riz et céréales","Riz rouge, cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"766","pâtes, riz et céréales","Riz rouge, cuit, non salé",0.95436152,0,0.080555266,0.13914525,0.0083111196,0.13779105,1.3201642056
"767","pâtes, riz et céréales","Riz sauvage, cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"768","pâtes, riz et céréales","Riz sauvage, cuit, non salé",0.95436152,0,0.080555266,0.13914525,0.0083111196,0.13779105,1.3201642056
"769","pâtes, riz et céréales","Riz thaï ou basmati, cru",3.5709428,0,0.26506589,0.24531916,0.018776521,0,4.100104371
"770","pâtes, riz et céréales","Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",2.1560981,0,0.26506589,0.31435761,0.018776521,0,2.754298121
"771","gâteaux et pâtisseries","Rocher coco ou Congolais (petit gâteau à la noix de coco)",1.0254178,0.22069262,0.28777464,0.18798137,0.019437894,0,1.741304324
"772","céréales de petit-déjeuner et biscuits","Sablé à la noix de coco",1.9620172,0.21100581,0.10984743,0.1635061,0.019437894,0,2.465814434
"773","céréales de petit-déjeuner et biscuits","Sablé au cacao ou chocolat, au praliné ou autre",5.2974398,0.25035551,0.10985896,0.17120092,0.019437894,0,5.848293084
"774","céréales de petit-déjeuner et biscuits","Sablé aux fruits (pomme, fruits rouges, etc.)",1.862859,0.27022321,0.10984743,0.13534801,0.019437894,0,2.397715544
"775","céréales de petit-déjeuner et biscuits","Sablé pâtissier",2.4824007,0.23366513,0.10986902,0.1353007,0.019437894,0,2.980673444
"776","pâtes, riz et céréales","Sarrasin entier, cru",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
"777","pâtes, riz et céréales","Seigle entier, cru",0.31138151,0,0.26506589,0.13112869,0.01606076,0,0.72363685
"778","pâtes, riz et céréales","Semoule de blé dur, crue",0.68012547,0.59010301,0.26506589,0.11323782,0.01606076,0,1.66459295
"779","pâtes, riz et céréales","Sorgho entier, cru",0.21865921,0,0.26506589,0.13112869,0.01606076,0,0.63091455
"780","céréales de petit-déjeuner et biscuits","Spéculoos",2.7368293,0.18485245,0.10986273,0.13137447,0.019437894,0,3.182356844
"781","gâteaux et pâtisseries","Tarte au chocolat, fabrication artisanale",6.288363,0.35595687,0.2878065,0.21040476,0.019437894,0,7.161969024
"782","gâteaux et pâtisseries","Tarte au citron",1.9486672,0.24911746,0.28781258,0.14581206,0.019437894,0,2.650847194
"783","gâteaux et pâtisseries","Tarte aux abricots",1.0866604,0.21661456,0.28780336,0.14395465,0.019437894,0,1.754470864
"784","gâteaux et pâtisseries","Tarte aux fraises",0.99995369,0.19370741,0.28780566,0.26885901,0.019437894,0,1.769763664
"785","gâteaux et pâtisseries","Tarte aux fruits et crème pâtissière",1.838327,0.19106646,0.28782516,0.26421115,0.019437894,0,2.600867664
"786","gâteaux et pâtisseries","Tarte aux fruits rouges",1.838327,0.19106646,0.28782516,0.26421115,0.019437894,0,2.600867664
"787","gâteaux et pâtisseries","Tarte aux poires amandine",1.8912486,0.23789283,0.28780294,0.1596634,0.019437894,0,2.596045664
"788","gâteaux et pâtisseries","Tarte normande aux pommes (garniture farine, œufs, crème, sucre, calvados)",1.8912486,0.23789283,0.28780294,0.1596634,0.019437894,0,2.596045664
"789","gâteaux et pâtisseries","Tarte ou tartelette aux fruits",1.2419728,0.20817622,0.28780797,0.14630861,0.019437894,0,1.903703494
"790","gâteaux et pâtisseries","Tarte ou tartelette aux pommes",1.0565412,0.19146967,0.28780357,0.13749637,0.019437894,0,1.692748704
"791","gâteaux et pâtisseries","Tarte Tatin aux pommes",1.3685014,0.20762733,0.28779959,0.14026119,0.019437894,0,2.023627404
"792","céréales de petit-déjeuner et biscuits","Tartine craquante, extrudée et grillée, fourrée au chocolat",1.005345,0.20004737,0.10996607,0.11908287,0.019437894,0,1.453879204
"793","céréales de petit-déjeuner et biscuits","Tartine craquante, extrudée et grillée, fourrée aux fruits",1.005345,0.20004737,0.10996607,0.11908287,0.019437894,0,1.453879204
"794","pâtes, riz et céréales","Vermicelle de riz, cuite, non salée",0.67790136,0.1528154,0.18549789,0.25464369,0.029337966,0.011022624,1.31121893
"795","pâtes, riz et céréales","Vermicelle de riz, sèche",0.82703966,0.049986751,0.27079121,0.28736677,0.010542094,0,1.445726485
"796","chocolats et produits à base de chocolat","Barre à la noix de coco, enrobée de chocolat",3.6693368,0.3154541,0.10402936,0.20428451,0.017263204,0,4.310367974
"797","chocolats et produits à base de chocolat","Barre chocolat au lait avec nougat",3.6693368,0.3154541,0.10402936,0.20428451,0.017263204,0,4.310367974
"798","chocolats et produits à base de chocolat","Barre chocolatée aux fruits secs",3.6693368,0.3154541,0.10402936,0.20428451,0.017263204,0,4.310367974
"799","chocolats et produits à base de chocolat","Barre chocolatée biscuitée",5.6737239,0.31392799,0.27084244,0.19290153,0.017263204,0,6.468659064
"800","chocolats et produits à base de chocolat","Barre chocolatée non biscuitée enrobée",5.0186272,0.23717891,0.10410859,0.16360837,0.017263204,0,5.540786274
"801","chocolats et produits à base de chocolat","Barre goûter frais au lait et chocolat",5.6737239,0.31392799,0.10408059,0.19808586,0.017263204,0,6.307081544
"802","chocolats et produits à base de chocolat","Barre goûter frais au lait et chocolat avec génoise",5.6737239,0.31392799,0.10408059,0.19808586,0.017263204,0,6.307081544
"803","chocolats et produits à base de chocolat","Barres ou confiserie chocolatées au lait",5.6737239,0.31392799,0.10408059,0.19808586,0.017263204,0,6.307081544
"804","chocolats et produits à base de chocolat","Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit",8.5822707,0.57571437,0.10402936,0.31376547,0.017263204,0,9.593043104
"805","confiseries non chocolatées","Bonbon au caramel, mou",0.89920163,0.33587512,0.27079121,0.19967935,0.017263204,0,1.722810514
"806","confiseries non chocolatées","Bonbon dur et sucette",0.57316632,0.67099202,0.18549789,0.27163638,0.017263204,0,1.718555814
"807","confiseries non chocolatées","Bonbon gélifié",0.57192017,0.59527116,0.18551167,0.18709575,0.017263204,0,1.557061954
"808","confiseries non chocolatées","Bonbons, tout type",0.89920163,0.33587512,0.27079121,0.19967935,0.017263204,0,1.722810514
"809","chocolats et produits à base de chocolat","Bouchée chocolat fourrage fruits à coques et/ou praliné",8.5822707,0.57571437,0.10402936,0.31376547,0.017263204,0,9.593043104
"810","chocolats et produits à base de chocolat","Cacahuètes enrobées de chocolat dragéifiées",8.5822707,0.57571437,0.10402936,0.31376547,0.017263204,0,9.593043104
"811","confiseries non chocolatées","Calissons d'Aix en Provence",0.17551384,0.24286019,0.27079121,0.12520486,0.017263204,0,0.831633304
"812","chocolats et produits à base de chocolat","Chocolat au lait aux céréales croustillantes, tablette",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"813","chocolats et produits à base de chocolat","Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"814","chocolats et produits à base de chocolat","Chocolat au lait fourré",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"815","chocolats et produits à base de chocolat","Chocolat au lait fourré au praliné, tablette",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"816","chocolats et produits à base de chocolat","Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"817","chocolats et produits à base de chocolat","Chocolat au lait, tablette",11.535065,0.56768384,0.10402936,0.35193129,0.017263204,0,12.575972694
"818","chocolats et produits à base de chocolat","Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette",10.080548,0.64238758,0.10402936,0.33147103,0.017263204,0,11.175699174
"819","chocolats et produits à base de chocolat","Chocolat blanc, tablette",10.080548,0.64238758,0.10402936,0.33147103,0.017263204,0,11.175699174
"820","chocolats et produits à base de chocolat","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"821","chocolats et produits à base de chocolat","Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"822","chocolats et produits à base de chocolat","Chocolat noir à moins de 70% de cacao, à croquer, tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"823","chocolats et produits à base de chocolat","Chocolat noir aux fruits (orange, framboise, poire), tablette",3.6693368,0.3154541,0.10402936,0.20428451,0.017263204,0,4.310367974
"824","chocolats et produits à base de chocolat","Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"825","chocolats et produits à base de chocolat","Chocolat noir fourrage confiseur à la menthe",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"826","chocolats et produits à base de chocolat","Chocolat noir fourré praliné, tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"827","chocolats et produits à base de chocolat","Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette",15.887773,0.45803597,0.10402936,0.41148085,0.017263204,0,16.878582384
"828","chocolats et produits à base de chocolat","Confiserie au chocolat dragéifiée",8.5822707,0.57571437,0.10402936,0.31376547,0.017263204,0,9.593043104
"829","confiseries non chocolatées","Dragée amande",0.89920163,0.33587512,0.27079121,0.19967935,0.017263204,0,1.722810514
"830","confiseries non chocolatées","Guimauve ou marshmallow",0.59089326,0.63835171,0.18549789,0.18836958,0.017263204,0,1.620375644
"831","confiseries non chocolatées","Nougat ou touron",1.2239543,0.25810087,0.27079121,0.21898893,0.017263204,0,1.989098514
"832","chocolats et produits à base de chocolat","Pâte à tartiner chocolat et noisette",6.8500101,0.3052603,0.17071537,0.22169116,0.017263204,0,7.564940134
"833","confiseries non chocolatées","Pâte de fruits",0.30779627,0.24626794,0.27079121,0.21772642,0.017263204,0,1.059845044
"834","chocolats et produits à base de chocolat","Rocher chocolat fourré praliné",8.5822707,0.57571437,0.10402936,0.31376547,0.017263204,0,9.593043104
"835","poisson","Accra de poisson",4.1608058,0.16280624,0.27732313,0.58663285,0.037768033,0.092564276,5.317900329
"836","viandes","Agneau, collier, braisé ou bouilli",49.872242,0.083945016,0.43473212,0.32008347,0.058984421,0.19793284,50.967919867
"837","viandes","Agneau, collier, cru",39.479098,0.066451265,0.34413596,0.25337956,0.046692342,0.088693171,40.278450298
"838","viandes","Agneau, côte filet, crue",39.479098,0.066451265,0.34413596,0.25337956,0.046692342,0.088693171,40.278450298
"839","viandes","Agneau, côte filet, grillée/poêlée",49.884419,0.08525026,0.43477028,0.32084892,0.058984421,0.22316144,51.007434321
"840","viandes","Agneau, côte première, crue",39.479098,0.066451265,0.34413596,0.25337956,0.046692342,0.088693171,40.278450298
"841","viandes","Agneau, côte première, grillée/poêlée",49.884419,0.08525026,0.43477028,0.32084892,0.058984421,0.22316144,51.007434321
"842","viandes","Agneau, côtelette, crue",39.479098,0.066451265,0.32205579,0.25334246,0.046692342,0.087024747,40.254664604
"843","viandes","Agneau, côtelette, grillée",49.913757,0.085299642,0.40685688,0.32099021,0.05901912,0.22105765,51.006980502
"844","viandes","Agneau, épaule, crue",31.583278,0.053161012,0.27530877,0.20270365,0.037353873,0.0066736979,32.1584790029
"845","viandes","Agneau, épaule, maigre, crue",31.583278,0.053161012,0.27530877,0.20270365,0.037353873,0.0066736979,32.1584790029
"846","viandes","Agneau, épaule, maigre, rôtie/cuite au four",39.897793,0.067156013,0.34778569,0.25606678,0.047187537,0.094321173,40.710310193
"847","viandes","Agneau, épaule, rôtie/cuite au four",39.897793,0.067156013,0.34778569,0.25606678,0.047187537,0.094321173,40.710310193
"848","viandes","Agneau, gigot, braisé",49.872242,0.083945016,0.43473212,0.32008347,0.058984421,0.19793284,50.967919867
"849","viandes","Agneau, gigot, cru",39.479098,0.066451265,0.34413596,0.25337956,0.046692342,0.088693171,40.278450298
"850","viandes","Agneau, gigot, grillé/poêlé",49.884419,0.08525026,0.43477028,0.32084892,0.058984421,0.22316144,51.007434321
"851","viandes","Agneau, gigot, rôti/cuit au four",49.872242,0.083945016,0.43473212,0.32008347,0.058984421,0.19793284,50.967919867
"852","viandes","Agneau, selle, crue",39.479098,0.066451265,0.34413596,0.25337956,0.046692342,0.088693171,40.278450298
"853","viandes","Agneau, selle, partie maigre, grillée/poêlée",49.884419,0.08525026,0.43477028,0.32084892,0.058984421,0.22316144,51.007434321
"854","viandes","Agneau, selle, partie maigre, rôtie/cuite au four",49.872242,0.083945016,0.43473212,0.32008347,0.058984421,0.19793284,50.967919867
"855","poisson","Anchois au sel (anchoité, semi-conserve)",0.92011954,0,0.27530877,0.90277484,0.037353873,0.0066736979,2.1422307209
"856","poisson","Anchois commun, cru",0.92011954,0,0.27530877,0.90277484,0.037353873,0.0066736979,2.1422307209
"857","poisson","Anchois commun, mariné",0.78345377,0.16776874,0.27727707,0.53398514,0.037768033,0.0066736979,1.8069264509
"858","poisson","Anchois, filets à l'huile, semi-conserve, égoutté",0.75269261,0.16689916,0.27727707,0.52048766,0.037768033,0.0066736979,1.7617982309
"859","poisson","Anchois, filets roulés aux câpres, semi-conserve, égoutté",0.75269261,0.16689916,0.27727707,0.52048766,0.037768033,0.0066736979,1.7617982309
"860","poisson","Bar commun ou loup (Méditerranée), cru, élevage",11.269168,0,0.27530877,0.9991666,0.037353873,0.0066736979,12.5876709409
"861","poisson","Bar commun ou loup (Méditerranée), cru, sauvage",7.6943339,0,0.27530877,0.9991666,0.037353873,0.0066736979,9.0128368409
"862","poisson","Bar commun ou loup, cru, sans précision",11.269168,0,0.27530877,0.9991666,0.037353873,0.0066736979,12.5876709409
"863","poisson","Bar commun ou loup, rôti/cuit au four",13.760307,0,0.22504651,1.2200404,0.045611246,0.094039551,15.345044707
"864","poisson","Bar ou loup de l'Atlantique, cru",11.269168,0,0.27530877,0.9991666,0.037353873,0.0066736979,12.5876709409
"865","poisson","Bar rayé ou bar d'Amérique, cru",11.269168,0,0.27530877,0.9991666,0.037353873,0.0066736979,12.5876709409
"866","poisson","Beignet de crevette",5.4301055,0.37544254,0.27731618,0.37053571,0.037768033,0.092564276,6.583732239
"867","viandes","Boeuf, à bourguignon ou pot-au-feu, cru",26.475932,0.11538326,0.27530877,0.20299513,0.037353873,0.0066736979,27.1136467309
"868","viandes","Boeuf, à bourguignon ou pot-au-feu, cuit",33.445903,0.1457587,0.34778569,0.256435,0.047187537,0.094321173,34.3373911
"869","viandes","Boeuf, bavette d'aloyau, crue",26.475932,0.11538326,0.27530877,0.20299513,0.037353873,0.0066736979,27.1136467309
